ID,DESCRIPTION,Attribut1,Additional Feature,Application,Characteristic,Temp,Height,Length in mm,Rating,Material,Size,Code,Joule-integral-Nom (J),LC Risk,Maximum AC Voltage Rating,Maximum DC Voltage Rating,Maximum Power Dissipation,Mounting,Mounting Feature,Number of Terminals,Operating Temperature-Max (Cel),Operating Temperature-Min (Cel),Physical Dimension,Pre-arcing time-Min (ms),Product Diameter,Product Length,Rated Breaking Capacity (A),Rated Current (A),Rated Voltage (V),Rated Voltage(AC) (V),Rated Voltage(DC) (V),SIMILAR_PARTS
a296,indicator red slow blow movement 2a 250v holder axial melf 5 x 20mm glass tr automotive ccccecsakcpsesemkoulvde electric indicator time lag blow 2a 35a ir supplemental 5x20mm,slow blow,,supplementary protectionutilization equipment to provide individual protection,time lag,,20mm,20mm,2a,glass,5x20mm,,,low,250v,,1.6typw,holder,,2.0,125cel,-55cel,20mm  x  20mm,,4.7mm,20mm,35a,2a,250v,,,"[['a309', 'indicator red slow blow movement 2.5a 250v holder axial melf 5 x 20mm glass tr automotive ccccecsakcpsesemkoulvde electric indicator time lag blow 2.5a 35a ir supplemental 5x20mm'], ['a320', 'indicator red slow blow movement 0.2a 250v holder axial melf 5 x 20mm glass bulk ccccecsakcsemkoulvde electric indicator time lag blow 0.2a 35a ir supplemental 5x20mm'], ['a295', 'indicator red slow blow movement 2a 250v holder plastic 5 x 20mm glass bulk ccccecsakcpsesemkoulvde electric indicator time lag blow 2a 250vac 35a ir supplemental inlineholder 5x20mm'], ['a294', 'indicator red slow blow movement 1a 250v holder axial melf 5 x 20mm glass tr automotive ccccecsakcpsesemkoulvde electric indicator time lag blow 1a 35a ir supplemental 5x20mm'], ['a325', 'indicator red slow blow movement 3.15a 250v holder axial melf 5 x 20mm glass tr automotive ccccecsakcpsesemkoulvde electric indicator time lag blow 0.315a 35a ir supplemental 5x20mm']]"
a297,indicator red slow blow movement 4a 250v holder plastic 5 x 20mm glass bulk ccccecsakcpsesemkoulvde electric indicator time lag blow 4a 250vac 40a ir supplemental inlineholder 5x20mm,slow blow,,supplementary protectionutilization equipment to provide individual protection,time lag,,20mm,5.2mm,4a,glass,5 x 20mm,,69.1j,low,250v,,1.6typw,holder,inlineholder,2.0,125cel,-55cel,5.2mm  x  20mm,,5.2mm,20mm,40a,4a,250v,250v,,"[['a298', 'indicator red slow blow movement 4a 250v holder axial melf 5 x 20mm glass tr automotive ccccecsakcpsesemkoulvde electric indicator time lag blow 4a 40a ir supplemental 5x20mm'], ['a327', 'indicator red slow blow movement 0.4a 250v holder plastic 5 x 20mm glass bulk ccccecsasemkoulvde electric indicator time lag blow 0.4a 250vac 35a ir supplemental inlineholder 5x20mm'], ['a299', 'indicator red slow blow movement 5a 250v holder plastic 5 x 20mm glass bulk ccccecsakcpsesemkoulvde electric indicator time lag blow 5a 250vac 50a ir supplemental inlineholder 5x20mm'], ['a295', 'indicator red slow blow movement 2a 250v holder plastic 5 x 20mm glass bulk ccccecsakcpsesemkoulvde electric indicator time lag blow 2a 250vac 35a ir supplemental inlineholder 5x20mm'], ['a293', 'indicator red slow blow movement 1a 250v holder plastic 5 x 20mm glass bulk ccccecsakcpsesemkoulvde electric indicator time lag blow 1a 250vac 35a ir supplemental inlineholder 5x20mm']]"
a298,indicator red slow blow movement 4a 250v holder axial melf 5 x 20mm glass tr automotive ccccecsakcpsesemkoulvde electric indicator time lag blow 4a 40a ir supplemental 5x20mm,slow blow,,supplementary protectionutilization equipment to provide individual protection,time lag,,20mm,5.2mm,4a,glass,5 x 20mm,,,low,250v,,1.6typw,holder,,2.0,125cel,-55cel,5.2mm  x  20mm,,4.7mm,20mm,40a,4a,250v,,,"[['a297', 'indicator red slow blow movement 4a 250v holder plastic 5 x 20mm glass bulk ccccecsakcpsesemkoulvde electric indicator time lag blow 4a 250vac 40a ir supplemental inlineholder 5x20mm'], ['a328', 'indicator red slow blow movement 0.4a 250v holder axial melf 5 x 20mm glass tr ccccecsapsesemkoulvde electric indicator time lag blow 0.4a 35a ir supplemental 5x20mm'], ['a309', 'indicator red slow blow movement 2.5a 250v holder axial melf 5 x 20mm glass tr automotive ccccecsakcpsesemkoulvde electric indicator time lag blow 2.5a 35a ir supplemental 5x20mm'], ['a296', 'indicator red slow blow movement 2a 250v holder axial melf 5 x 20mm glass tr automotive ccccecsakcpsesemkoulvde electric indicator time lag blow 2a 35a ir supplemental 5x20mm'], ['a294', 'indicator red slow blow movement 1a 250v holder axial melf 5 x 20mm glass tr automotive ccccecsakcpsesemkoulvde electric indicator time lag blow 1a 35a ir supplemental 5x20mm']]"
a299,indicator red slow blow movement 5a 250v holder plastic 5 x 20mm glass bulk ccccecsakcpsesemkoulvde electric indicator time lag blow 5a 250vac 50a ir supplemental inlineholder 5x20mm,slow blow,,supplementary protectionutilization equipment to provide individual protection,time lag,,20mm,5.2mm,5a,glass,5x20mm,,111j,low,250v,,1.6typw,holder,inlineholder,2.0,125cel,-55cel,5.2mm  x  20mm,,5.2mm,20mm,50a,5a,250v,250v,,"[['a308', 'indicator red slow blow movement 2.5a 250v holder plastic 5 x 20mm glass bulk ccccecsakcpsesemkoulvde electric indicator time lag blow 2.5a 250vac 35a ir inlineholder'], ['a409', 'indicator red slow blow movement 0.5a 250v holder plastic 5 x 20mm glass bulk cecsakcpseul electric indicator time lag blow 0.5a 250vac 35a ir supplemental inlineholder 5x20mm'], ['a408', 'indicator red slow blow movement 2.5a 250v holder plastic 5 x 20mm glass bulk cecsakcpseul electric indicator time lag blow 2.5a 250vac 100a ir supplemental inlineholder 5x20mm'], ['a255', 'indicator red fast movement 2.5a 250v holder plastic 5 x 20mm ceramic bulk ccccecsakcpsesemkoulvde electric indicator fast blow 2.5a 250vac 1500a ir inlineholder 5x20mm'], ['a295', 'indicator red slow blow movement 2a 250v holder plastic 5 x 20mm glass bulk ccccecsakcpsesemkoulvde electric indicator time lag blow 2a 250vac 35a ir supplemental inlineholder 5x20mm']]"
a300,indicator slow blow movement 5a holder 5 x 20mm glass electric indicator 5 x 20mm,slow blow,,supplementary protectionutilization equipment to provide individual protection,,,,,5a,glass,5 x 20mm,,,,250v,,1.6typw,holder,,2.0,,,,,4.7mm,20mm,,,,,,"[['a217', 'indicator slow blow movement 5a 5 x 20mm glass electric indicator 5 x 20mm'], ['a281', 'indicator fast movement 5a holder 5 x 20mm glass electric indicator 5 x 20mm'], ['a284', 'indicator fast movement 1.5a holder 5 x 20mm glass electric indicator 5 x 20mm'], ['a289', 'indicator fast movement 0.5a holder 5 x 20mm glass electric indicator 5 x 20mm'], ['a240', 'indicator slow blow movement 2.5a holder 5 x 20mm ceramic electric indicator 5 x 20mm']]"
a301,indicator red slow blow movement 8a 250v holder plastic 5 x 20mm glass bulk cecsakcpseulvde electric indicator time lag blow 8a 250vac 80a ir supplemental inlineholder 5x20mm,slow blow,,supplementary protectionutilization equipment to provide individual protection,time lag,,20mm,5.2mm,8a,glass,5x20mm,,341.5j,low,250v,,4typw,holder,inlineholder,2.0,125cel,-55cel,5.2mm  x  20mm,,5.2mm,20mm,80a,8a,250v,250v,,"[['a302', 'indicator red slow blow movement 8a 250v holder axial melf 5 x 20mm glass tr automotive cecsakcpseulvde electric indicator time lag blow 8a 80a ir supplemental 5x20mm'], ['a331', 'indicator red slow blow movement 0.8a 250v holder plastic 5 x 20mm glass bulk ccccecsakcsemkoulvde electric indicator time lag blow 0.8a 250vac 35a ir supplemental inlineholder 5x20mm'], ['a93', 'indicator red fast movement 8a 250v holder plastic 5 x 20mm glass psevdeculus electric indicator fast blow 8a 250vac 80a ir inlineholder 5x20mm'], ['a303', 'indicator red slow blow movement 10a 250v holder plastic 5 x 20mm glass bulk cecsakcpseulvde electric indicator time lag blow 10a 250vac 100a ir supplemental inlineholder 5x20mm'], ['a292', 'indicator red fast movement 0.8a 250v holder plastic 5 x 20mm glass bulk ccccecsakcsemkoulvde electric indicator fast blow 0.8a 250vac 250vdc 35a ir inlineholder 5x20mm']]"
a302,indicator red slow blow movement 8a 250v holder axial melf 5 x 20mm glass tr automotive cecsakcpseulvde electric indicator time lag blow 8a 80a ir supplemental 5x20mm,slow blow,,supplementary protectionutilization equipment to provide individual protection,time lag,,20mm,5.2mm,8a,glass,5 x 20mm,e3,,low,250v,,4typw,holder,,2.0,125cel,-55cel,5.2mm  x  20mm,,4.7mm,20mm,80a,8a,250v,,,"[['a301', 'indicator red slow blow movement 8a 250v holder plastic 5 x 20mm glass bulk cecsakcpseulvde electric indicator time lag blow 8a 250vac 80a ir supplemental inlineholder 5x20mm'], ['a332', 'indicator red slow blow movement 0.8a 250v holder axial melf 5 x 20mm glass tr automotive ccccecsakcsemkoulvde electric indicator time lag blow 0.8a 35a ir supplemental 5x20mm'], ['a304', 'indicator red slow blow movement 10a 250v holder axial melf 5 x 20mm glass tr automotive cecsakcpseulvde electric indicator time lag blow 10a 100a ir supplemental 5x20mm'], ['a331', 'indicator red slow blow movement 0.8a 250v holder plastic 5 x 20mm glass bulk ccccecsakcsemkoulvde electric indicator time lag blow 0.8a 250vac 35a ir supplemental inlineholder 5x20mm'], ['a93', 'indicator red fast movement 8a 250v holder plastic 5 x 20mm glass psevdeculus electric indicator fast blow 8a 250vac 80a ir inlineholder 5x20mm']]"
a303,indicator red slow blow movement 10a 250v holder plastic 5 x 20mm glass bulk cecsakcpseulvde electric indicator time lag blow 10a 250vac 100a ir supplemental inlineholder 5x20mm,slow blow,,supplementary protectionutilization equipment to provide individual protection,time lag,,20mm,5.2mm,10a,glass,5x20mm,,568j,low,250v,,4typw,holder,inlineholder,2.0,125cel,-55cel,5.2mm  x  20mm,,5.2mm,20mm,100a,10a,250v,250v,,"[['a304', 'indicator red slow blow movement 10a 250v holder axial melf 5 x 20mm glass tr automotive cecsakcpseulvde electric indicator time lag blow 10a 100a ir supplemental 5x20mm'], ['a235', 'indicator red slow blow movement 10a 250v holder plastic 5 x 20mm ceramic bulk cecsakcpsesemkoulvde electric indicator time lag blow 10a 1500a ir supplemental 5x20mm'], ['a134', 'indicator red slow blow movement 10a 250v holder plastic 5 x 20mm glass tr csavdeculus electric indicator time lag blow 10a 250vac 10a ir l surface mount 5x20mm'], ['a408', 'indicator red slow blow movement 2.5a 250v holder plastic 5 x 20mm glass bulk cecsakcpseul electric indicator time lag blow 2.5a 250vac 100a ir supplemental inlineholder 5x20mm'], ['a301', 'indicator red slow blow movement 8a 250v holder plastic 5 x 20mm glass bulk cecsakcpseulvde electric indicator time lag blow 8a 250vac 80a ir supplemental inlineholder 5x20mm']]"
a304,indicator red slow blow movement 10a 250v holder axial melf 5 x 20mm glass tr automotive cecsakcpseulvde electric indicator time lag blow 10a 100a ir supplemental 5x20mm,slow blow,,supplementary protectionutilization equipment to provide individual protection,time lag,,20mm,5.2mm,10a,glass,5 x 20mm,e3,,low,250v,,4typw,holder,,2.0,125cel,-55cel,5.2mm  x  20mm,,4.7mm,20mm,100a,10a,250v,,,"[['a303', 'indicator red slow blow movement 10a 250v holder plastic 5 x 20mm glass bulk cecsakcpseulvde electric indicator time lag blow 10a 250vac 100a ir supplemental inlineholder 5x20mm'], ['a302', 'indicator red slow blow movement 8a 250v holder axial melf 5 x 20mm glass tr automotive cecsakcpseulvde electric indicator time lag blow 8a 80a ir supplemental 5x20mm'], ['a134', 'indicator red slow blow movement 10a 250v holder plastic 5 x 20mm glass tr csavdeculus electric indicator time lag blow 10a 250vac 10a ir l surface mount 5x20mm'], ['a309', 'indicator red slow blow movement 2.5a 250v holder axial melf 5 x 20mm glass tr automotive ccccecsakcpsesemkoulvde electric indicator time lag blow 2.5a 35a ir supplemental 5x20mm'], ['a329', 'indicator red slow blow movement 0.5a 250v holder axial melf 5 x 20mm glass tr automotive ccccecsakcsemkoulvde electric indicator time lag blow 0.5a 35a ir supplemental 5x20mm']]"
a305,indicator slow blow movement 15a holder 5 x 20mm glass electric indicator 5 x 20mm,slow blow,,motor circuit,,,,,15a,glass,5 x 20mm,,,,250v,,1.6w,holder,,2.0,,,,,4.7mm,20mm,,,,,,"[['a300', 'indicator slow blow movement 5a holder 5 x 20mm glass electric indicator 5 x 20mm'], ['a323', 'indicator slow blow movement 0.25a holder 5 x 20mm glass electric indicator 5 x 20mm'], ['a217', 'indicator slow blow movement 5a 5 x 20mm glass electric indicator 5 x 20mm'], ['a375', 'indicator medium time delay movement 3.15a holder 5 x 20mm glass electric indicator 5 x 20mm'], ['a406', 'indicator medium time delay movement 3.15a holder 5 x 20mm glass electric indicator 5 x 20mm']]"
a306,indicator red slow blow movement 1.6a 250v holder plastic 5 x 20mm glass bulk ccccecsakcpsesemkoulvde electric indicator time lag blow 1.6a 250vac 35a ir supplemental inlineholder 5x20mm,slow blow,,supplementary protectionutilization equipment to provide individual protection,time lag,,20mm,5.2mm,1.6a,glass,5x20mm,,23.35j,low,250v,,1.6typw,holder,inlineholder,2.0,125cel,-55cel,5.2mm  x  20mm,,5.2mm,20mm,35a,1.6a,250v,250v,,"[['a307', 'indicator red slow blow movement 1.6a 250v holder axial melf 5 x 20mm glass tr automotive ccccecsakcpsesemkoulvde electric indicator time lag blow 1.6a 35a ir supplemental 5x20mm'], ['a253', 'indicator red fast movement 1.6a 250v holder plastic 5 x 20mm ceramic bulk ccccecsakcpsesemkoulvde electric indicator fast blow 1.6a 250vac 1500a ir inlineholder 5x20mm'], ['a299', 'indicator red slow blow movement 5a 250v holder plastic 5 x 20mm glass bulk ccccecsakcpsesemkoulvde electric indicator time lag blow 5a 250vac 50a ir supplemental inlineholder 5x20mm'], ['a295', 'indicator red slow blow movement 2a 250v holder plastic 5 x 20mm glass bulk ccccecsakcpsesemkoulvde electric indicator time lag blow 2a 250vac 35a ir supplemental inlineholder 5x20mm'], ['a293', 'indicator red slow blow movement 1a 250v holder plastic 5 x 20mm glass bulk ccccecsakcpsesemkoulvde electric indicator time lag blow 1a 250vac 35a ir supplemental inlineholder 5x20mm']]"
a307,indicator red slow blow movement 1.6a 250v holder axial melf 5 x 20mm glass tr automotive ccccecsakcpsesemkoulvde electric indicator time lag blow 1.6a 35a ir supplemental 5x20mm,slow blow,,supplementary protectionutilization equipment to provide individual protection,time lag,,20mm,5.2mm,1.6a,glass,5 x 20mm,e3,,low,250v,,1.6w,holder,,2.0,125cel,-55cel,5.2mm  x  20mm,,4.7mm,20mm,35a,1.6a,250v,,,"[['a306', 'indicator red slow blow movement 1.6a 250v holder plastic 5 x 20mm glass bulk ccccecsakcpsesemkoulvde electric indicator time lag blow 1.6a 250vac 35a ir supplemental inlineholder 5x20mm'], ['a309', 'indicator red slow blow movement 2.5a 250v holder axial melf 5 x 20mm glass tr automotive ccccecsakcpsesemkoulvde electric indicator time lag blow 2.5a 35a ir supplemental 5x20mm'], ['a296', 'indicator red slow blow movement 2a 250v holder axial melf 5 x 20mm glass tr automotive ccccecsakcpsesemkoulvde electric indicator time lag blow 2a 35a ir supplemental 5x20mm'], ['a294', 'indicator red slow blow movement 1a 250v holder axial melf 5 x 20mm glass tr automotive ccccecsakcpsesemkoulvde electric indicator time lag blow 1a 35a ir supplemental 5x20mm'], ['a325', 'indicator red slow blow movement 3.15a 250v holder axial melf 5 x 20mm glass tr automotive ccccecsakcpsesemkoulvde electric indicator time lag blow 0.315a 35a ir supplemental 5x20mm']]"
a308,indicator red slow blow movement 2.5a 250v holder plastic 5 x 20mm glass bulk ccccecsakcpsesemkoulvde electric indicator time lag blow 2.5a 250vac 35a ir inlineholder,slow blow,,supplementary protectionutilization equipment to provide individual protection,time lag,,20mm,5.2mm,2.5a,glass,5 x 20mm,,23.25j,low,250v,,1.6typw,holder,inlineholder,2.0,125cel,-55cel,5.2mm  x  20mm,,5.2mm,20mm,35a,2.5a,,250v,,"[['a299', 'indicator red slow blow movement 5a 250v holder plastic 5 x 20mm glass bulk ccccecsakcpsesemkoulvde electric indicator time lag blow 5a 250vac 50a ir supplemental inlineholder 5x20mm'], ['a409', 'indicator red slow blow movement 0.5a 250v holder plastic 5 x 20mm glass bulk cecsakcpseul electric indicator time lag blow 0.5a 250vac 35a ir supplemental inlineholder 5x20mm'], ['a255', 'indicator red fast movement 2.5a 250v holder plastic 5 x 20mm ceramic bulk ccccecsakcpsesemkoulvde electric indicator fast blow 2.5a 250vac 1500a ir inlineholder 5x20mm'], ['a295', 'indicator red slow blow movement 2a 250v holder plastic 5 x 20mm glass bulk ccccecsakcpsesemkoulvde electric indicator time lag blow 2a 250vac 35a ir supplemental inlineholder 5x20mm'], ['a293', 'indicator red slow blow movement 1a 250v holder plastic 5 x 20mm glass bulk ccccecsakcpsesemkoulvde electric indicator time lag blow 1a 250vac 35a ir supplemental inlineholder 5x20mm']]"
a309,indicator red slow blow movement 2.5a 250v holder axial melf 5 x 20mm glass tr automotive ccccecsakcpsesemkoulvde electric indicator time lag blow 2.5a 35a ir supplemental 5x20mm,slow blow,,supplementary protectionutilization equipment to provide individual protection,time lag,,20mm,5.2mm,2.5a,glass,5 x 20mm,e3,,low,250v,,1.6typw,holder,,2.0,125cel,-55cel,5.2mm  x  20mm,,4.7mm,20mm,35a,2.5a,250v,,,"[['a329', 'indicator red slow blow movement 0.5a 250v holder axial melf 5 x 20mm glass tr automotive ccccecsakcsemkoulvde electric indicator time lag blow 0.5a 35a ir supplemental 5x20mm'], ['a296', 'indicator red slow blow movement 2a 250v holder axial melf 5 x 20mm glass tr automotive ccccecsakcpsesemkoulvde electric indicator time lag blow 2a 35a ir supplemental 5x20mm'], ['a294', 'indicator red slow blow movement 1a 250v holder axial melf 5 x 20mm glass tr automotive ccccecsakcpsesemkoulvde electric indicator time lag blow 1a 35a ir supplemental 5x20mm'], ['a325', 'indicator red slow blow movement 3.15a 250v holder axial melf 5 x 20mm glass tr automotive ccccecsakcpsesemkoulvde electric indicator time lag blow 0.315a 35a ir supplemental 5x20mm'], ['a307', 'indicator red slow blow movement 1.6a 250v holder axial melf 5 x 20mm glass tr automotive ccccecsakcpsesemkoulvde electric indicator time lag blow 1.6a 35a ir supplemental 5x20mm']]"
a310,indicator slow blow movement 0.032a holder 5 x 20mm glass electric indicator 5 x 20mm,slow blow,,motor circuit,,,,,0.032a,glass,5 x 20mm,,,,250v,,,holder,,2.0,,,,,4.7mm,20mm,,,,,,"[['a300', 'indicator slow blow movement 5a holder 5 x 20mm glass electric indicator 5 x 20mm'], ['a323', 'indicator slow blow movement 0.25a holder 5 x 20mm glass electric indicator 5 x 20mm'], ['a217', 'indicator slow blow movement 5a 5 x 20mm glass electric indicator 5 x 20mm'], ['a336', 'indicator slow blow movement 5 x 20mm electric indicator 5 x 20mm'], ['a340', 'indicator slow blow movement 5 x 20mm electric indicator 5 x 20mm']]"
a311,indicator slow blow movement 0.04a holder 5 x 20mm glass electric indicator 5 x 20mm,slow blow,,motor circuit,,,,,0.04a,glass,5 x 20mm,,,,250v,,1.6w,holder,,2.0,,,,,4.7mm,20mm,,,,,,"[['a300', 'indicator slow blow movement 5a holder 5 x 20mm glass electric indicator 5 x 20mm'], ['a323', 'indicator slow blow movement 0.25a holder 5 x 20mm glass electric indicator 5 x 20mm'], ['a217', 'indicator slow blow movement 5a 5 x 20mm glass electric indicator 5 x 20mm'], ['a336', 'indicator slow blow movement 5 x 20mm electric indicator 5 x 20mm'], ['a340', 'indicator slow blow movement 5 x 20mm electric indicator 5 x 20mm']]"
a312,indicator red slow blow movement 0.05a 250v holder axial melf 5 x 20mm glass bulk ccccecsakcsemkoulvde electric indicator time lag blow 0.05a 35a ir supplemental 5x20mm,slow blow,,motor circuit,time lag,,20mm,5.2mm,0.05a,glass,5x20mm,e3,,low,250v,,1.6w,holder,,2.0,125cel,-55cel,5.2mm  x  20mm,,5.2mm,20mm,35a,0.05a,250v,,,"[['a257', 'indicator red fast movement 0.05a 250v holder plastic melf 5 x 20mm ceramic ccccecsapsesemkoulvde electric indicator fast blow 0.05a 250vac 1500a ir supplemental inlineholder'], ['a320', 'indicator red slow blow movement 0.2a 250v holder axial melf 5 x 20mm glass bulk ccccecsakcsemkoulvde electric indicator time lag blow 0.2a 35a ir supplemental 5x20mm'], ['a117', 'indicator electric indicator very fast blow 0.05a 250vac  35a ir inlineholder'], ['a329', 'indicator red slow blow movement 0.5a 250v holder axial melf 5 x 20mm glass tr automotive ccccecsakcsemkoulvde electric indicator time lag blow 0.5a 35a ir supplemental 5x20mm'], ['a316', 'indicator red slow blow movement 0.1a 250v holder axial melf 5 x 20mm glass tr ccccecsakcsemkoulvde electric indicator time lag blow 0.1a 35a ir supplemental 5x20mm']]"
